ticker,company_name,quarter_end_date,stock_price,market_cap,industry,sector,isETF,isFund,mkt_cap_rank
AAT,"American Assets Trust, Inc.",2018-12-31,30.36,1888169359.0,REIT - Diversified,Real Estate,False,False,1522
AB,AllianceBernstein Holding L.P.,2018-03-31,13.96,2567404800.0,Asset Management,Financial Services,False,False,1360
AB,AllianceBernstein Holding L.P.,2018-06-30,15.7,2808406400.0,Asset Management,Financial Services,False,False,1355
AB,AllianceBernstein Holding L.P.,2018-09-30,17.26,2928402296.0,Asset Management,Financial Services,False,False,1363
AB,AllianceBernstein Holding L.P.,2018-12-31,15.73,2599334080.0,Asset Management,Financial Services,False,False,1320
ABBV,AbbVie Inc.,2018-03-31,66.47,143409280000.0,Drug Manufacturers - General,Healthcare,False,False,59
ABBV,AbbVie Inc.,2018-06-30,68.03,145275200000.0,Drug Manufacturers - General,Healthcare,False,False,59
ABBV,AbbVie Inc.,2018-09-30,70.47,142120000000.0,Drug Manufacturers - General,Healthcare,False,False,66
ABBV,AbbVie Inc.,2018-12-31,69.12,136441200000.0,Drug Manufacturers - General,Healthcare,False,False,53
ABCB,Ameris Bancorp,2018-03-31,47.18,2056378800.0,Banks - Regional,Financial Services,False,False,1514
ABCB,Ameris Bancorp,2018-06-30,48.35,2103697200.0,Banks - Regional,Financial Services,False,False,1537
ABCB,Ameris Bancorp,2018-09-30,40.79,2127220353.0,Banks - Regional,Financial Services,False,False,1582
ABCB,Ameris Bancorp,2018-12-31,28.86,1504513499.0,Banks - Regional,Financial Services,False,False,1686
ABCVX,American Beacon The London Company Income Equity Fund Investor Class,2018-03-31,11.37,1474187352.0,Asset Management - Income,Financial Services,False,True,1740
ABCVX,American Beacon The London Company Income Equity Fund Investor Class,2018-06-30,11.75,1517948015.0,Asset Management - Income,Financial Services,False,True,1778
ABCVX,American Beacon The London Company Income Equity Fund Investor Class,2018-09-30,12.93,1657544283.0,Asset Management - Income,Financial Services,False,True,1760
ABCVX,American Beacon The London Company Income Equity Fund Investor Class,2018-12-31,11.53,1444782153.0,Asset Management - Income,Financial Services,False,True,1711
ABEV,Ambev S.A.,2018-03-31,5.35,111760668000.0,Beverages - Alcoholic,Consumer Defensive,False,False,72
ABEV,Ambev S.A.,2018-06-30,3.52,72778044000.0,Beverages - Alcoholic,Consumer Defensive,False,False,126
ABEV,Ambev S.A.,2018-09-30,3.51,72471505000.0,Beverages - Alcoholic,Consumer Defensive,False,False,141
ABEV,Ambev S.A.,2018-12-31,3.04,61624360000.0,Beverages - Alcoholic,Consumer Defensive,False,False,145
ABG,"Asbury Automotive Group, Inc.",2018-03-31,63.65,1292095000.0,Auto - Dealerships,Consumer Cyclical,False,False,1837
ABG,"Asbury Automotive Group, Inc.",2018-06-30,68.55,1391565000.0,Auto - Dealerships,Consumer Cyclical,False,False,1851
ABG,"Asbury Automotive Group, Inc.",2018-09-30,68.26,1317418000.0,Auto - Dealerships,Consumer Cyclical,False,False,1932
ABG,"Asbury Automotive Group, Inc.",2018-12-31,66.66,1279872000.0,Auto - Dealerships,Consumer Cyclical,False,False,1804
ABM,ABM Industries Incorporated,2018-03-31,28.39,2165460000.0,Specialty Business Services,Industrials,False,False,1475
ABM,ABM Industries Incorporated,2018-06-30,25.38,1928798000.0,Specialty Business Services,Industrials,False,False,1601
ABM,ABM Industries Incorporated,2018-09-30,28.1,2129555999.0,Specialty Business Services,Industrials,False,False,1580
ABM,ABM Industries Incorporated,2018-12-31,28.25,2132104000.0,Specialty Business Services,Industrials,False,False,1444
ABT,Abbott Laboratories,2018-03-31,51.27,102118925521.0,Medical - Devices,Healthcare,False,False,84
ABT,Abbott Laboratories,2018-06-30,53.98,106995933131.0,Medical - Devices,Healthcare,False,False,82
ABT,Abbott Laboratories,2018-09-30,65.9,130126511558.0,Medical - Devices,Healthcare,False,False,73
ABT,Abbott Laboratories,2018-12-31,64.57,127603230680.0,Medical - Devices,Healthcare,False,False,58
ACA,"Arcosa, Inc.",2018-12-31,27.01,1326351000.0,Industrial - Infrastructure Operations,Industrials,False,False,1770
ACAD,ACADIA Pharmaceuticals Inc.,2018-03-31,20.88,2608120800.0,Biotechnology,Healthcare,False,False,1350
ACAD,ACADIA Pharmaceuticals Inc.,2018-06-30,15.27,1907375700.0,Biotechnology,Healthcare,False,False,1611
ACAD,ACADIA Pharmaceuticals Inc.,2018-09-30,20.79,2736525330.0,Biotechnology,Healthcare,False,False,1410
ACAD,ACADIA Pharmaceuticals Inc.,2018-12-31,16.17,2328172770.0,Biotechnology,Healthcare,False,False,1377
ACB,Aurora Cannabis Inc.,2018-03-31,822.0,4168682580.0,Drug Manufacturers - Specialty & Generic,Healthcare,False,False,1080
ACB,Aurora Cannabis Inc.,2018-06-30,848.39,4302516562.0,Drug Manufacturers - Specialty & Generic,Healthcare,False,False,1099
ACB,Aurora Cannabis Inc.,2018-09-30,1164.36,9401727283.0,Drug Manufacturers - Specialty & Generic,Healthcare,False,False,727
ACB,Aurora Cannabis Inc.,2018-12-31,595.2,4805994777.0,Drug Manufacturers - Specialty & Generic,Healthcare,False,False,947
ACCO,ACCO Brands Corporation,2018-03-31,9.22,1310335000.0,Business Equipment & Supplies,Industrials,False,False,1825
ACCO,ACCO Brands Corporation,2018-06-30,10.39,1469485000.0,Business Equipment & Supplies,Industrials,False,False,1804
ACCO,ACCO Brands Corporation,2018-09-30,8.4,1144078000.0,Business Equipment & Supplies,Industrials,False,False,2023
ACET,"Adicet Bio, Inc.",2018-03-31,59.97,1472185974.0,Biotechnology,Healthcare,False,False,1742
ACET,"Adicet Bio, Inc.",2018-06-30,64.04,1571820498.0,Biotechnology,Healthcare,False,False,1747
ACET,"Adicet Bio, Inc.",2018-09-30,97.65,2259065762.0,Biotechnology,Healthcare,False,False,1540
ACET,"Adicet Bio, Inc.",2018-12-31,60.34,1119857361.0,Biotechnology,Healthcare,False,False,1900
ACEVX,American Century International Value Fund Investor Class,2018-03-31,6.67,1503210883.0,Asset Management,Financial Services,False,True,1730
ACEVX,American Century International Value Fund Investor Class,2018-06-30,6.51,1466333046.0,Asset Management,Financial Services,False,True,1807
ACEVX,American Century International Value Fund Investor Class,2018-09-30,6.46,1455796521.0,Asset Management,Financial Services,False,True,1863
ACEVX,American Century International Value Fund Investor Class,2018-12-31,5.65,1273865858.0,Asset Management,Financial Services,False,True,1807
ACGL,Arch Capital Group Ltd.,2018-03-31,27.01,11496331956.0,Insurance - Diversified,Financial Services,False,False,612
ACGL,Arch Capital Group Ltd.,2018-06-30,25.16,10711019139.0,Insurance - Diversified,Financial Services,False,False,655
ACGL,Arch Capital Group Ltd.,2018-09-30,27.87,11788058675.0,Insurance - Diversified,Financial Services,False,False,633
ACGL,Arch Capital Group Ltd.,2018-12-31,25.41,10692927274.0,Insurance - Diversified,Financial Services,False,False,600
ACGLO,Arch Capital Group Ltd.,2018-03-31,15.96,11496331956.0,Insurance - Diversified,Financial Services,False,False,612
ACGLO,Arch Capital Group Ltd.,2018-06-30,16.29,10711019139.0,Insurance - Diversified,Financial Services,False,False,655
ACGLO,Arch Capital Group Ltd.,2018-09-30,15.7,11788058675.0,Insurance - Diversified,Financial Services,False,False,633
ACGLO,Arch Capital Group Ltd.,2018-12-31,13.98,10692927274.0,Insurance - Diversified,Financial Services,False,False,600
ACHC,"Acadia Healthcare Company, Inc.",2018-03-31,38.349998,3348070050.0,Medical - Care Facilities,Healthcare,False,False,1207
ACHC,"Acadia Healthcare Company, Inc.",2018-06-30,40.91,3571565729.0,Medical - Care Facilities,Healthcare,False,False,1209
ACHC,"Acadia Healthcare Company, Inc.",2018-09-30,34.81,3041767420.0,Medical - Care Facilities,Healthcare,False,False,1343
ACHC,"Acadia Healthcare Company, Inc.",2018-12-31,25.709999,2249753550.0,Medical - Care Facilities,Healthcare,False,False,1401
ACIW,"ACI Worldwide, Inc.",2018-03-31,23.209999,2602019531.0,Software - Infrastructure,Technology,False,False,1352
ACIW,"ACI Worldwide, Inc.",2018-06-30,24.67,2765696761.0,Software - Infrastructure,Technology,False,False,1367
ACIW,"ACI Worldwide, Inc.",2018-09-30,27.26,3163959160.0,Software - Infrastructure,Technology,False,False,1318
ACIW,"ACI Worldwide, Inc.",2018-12-31,27.67,3212210300.0,Software - Infrastructure,Technology,False,False,1178
ACM,AECOM,2018-03-31,33.73,5584953900.0,Engineering & Construction,Industrials,False,False,933
ACM,AECOM,2018-06-30,32.0,5238723150.0,Engineering & Construction,Industrials,False,False,974
ACM,AECOM,2018-09-30,31.76,5127316480.0,Engineering & Construction,Industrials,False,False,1019
ACM,AECOM,2018-12-31,25.67,4150456500.0,Engineering & Construction,Industrials,False,False,1039
ACN,Accenture plc,2018-03-31,132.16,94591382565.0,Information Technology Services,Technology,False,False,95
ACN,Accenture plc,2018-06-30,147.39,104791703675.0,Information Technology Services,Technology,False,False,83
ACN,Accenture plc,2018-09-30,156.33,110851625481.0,Information Technology Services,Technology,False,False,88
ACN,Accenture plc,2018-12-31,128.21,90054588186.0,Information Technology Services,Technology,False,False,87
ACSNX,American Century Short Duration Fd Investor Cl,2018-03-31,8.25,40499740000.0,Asset Management - Leveraged,Financial Services,False,True,235
ACSNX,American Century Short Duration Fd Investor Cl,2018-06-30,8.28,40379800000.0,Asset Management - Leveraged,Financial Services,False,True,246
ACSNX,American Century Short Duration Fd Investor Cl,2018-09-30,8.34,40419780000.0,Asset Management - Leveraged,Financial Services,False,True,254
ACSNX,American Century Short Duration Fd Investor Cl,2018-12-31,8.36,40259860000.0,Asset Management - Leveraged,Financial Services,False,True,223
ADBE,Adobe Inc.,2018-03-31,212.279999,104423503920.0,Software - Infrastructure,Technology,False,False,81
ADBE,Adobe Inc.,2018-06-30,243.809998,119472995250.0,Software - Infrastructure,Technology,False,False,70
ADBE,Adobe Inc.,2018-09-30,275.48999,134506890540.0,Software - Infrastructure,Technology,False,False,68
ADBE,Adobe Inc.,2018-12-31,226.24,110417789440.0,Software - Infrastructure,Technology,False,False,69
ADC,Agree Realty Corporation,2018-03-31,35.94,1468629465.0,REIT - Retail,Real Estate,False,False,1744
ADC,Agree Realty Corporation,2018-06-30,40.2,1626433932.0,REIT - Retail,Real Estate,False,False,1726
ADC,Agree Realty Corporation,2018-09-30,40.37,1827869406.0,REIT - Retail,Real Estate,False,False,1690
ADC,Agree Realty Corporation,2018-12-31,45.95,2216281751.0,REIT - Retail,Real Estate,False,False,1415
ADI,"Analog Devices, Inc.",2018-03-31,77.5,32871580000.0,Semiconductors,Technology,False,False,289
ADI,"Analog Devices, Inc.",2018-06-30,84.16,35616534800.0,Semiconductors,Technology,False,False,271
ADI,"Analog Devices, Inc.",2018-09-30,81.45,34064470170.0,Semiconductors,Technology,False,False,299
ADI,"Analog Devices, Inc.",2018-12-31,76.08,31645778490.0,Semiconductors,Technology,False,False,275
ADKSX,Adirondack Small Cap Fund,2018-03-31,15.28,12666420849.0,Asset Management,Financial Services,False,True,567
ADKSX,Adirondack Small Cap Fund,2018-06-30,16.5,13680217277.0,Asset Management,Financial Services,False,True,557
ADKSX,Adirondack Small Cap Fund,2018-09-30,16.74,13885459374.0,Asset Management,Financial Services,False,True,561
ADKSX,Adirondack Small Cap Fund,2018-12-31,14.79,10395285306.0,Asset Management,Financial Services,False,True,613
ADM,Archer-Daniels-Midland Company,2018-03-31,34.2,23840280000.0,Agricultural Farm Products,Consumer Defensive,False,False,361
ADM,Archer-Daniels-Midland Company,2018-06-30,37.36,25848120000.0,Agricultural Farm Products,Consumer Defensive,False,False,340
ADM,Archer-Daniels-Midland Company,2018-09-30,41.13,28011490000.0,Agricultural Farm Products,Consumer Defensive,False,False,339
ADM,Archer-Daniels-Midland Company,2018-12-31,33.87,23148050000.0,Agricultural Farm Products,Consumer Defensive,False,False,344
ADNT,Adient plc,2018-03-31,58.610294,5528346000.0,Auto - Parts,Consumer Cyclical,False,False,937
ADNT,Adient plc,2018-06-30,48.912003,4594346000.0,Auto - Parts,Consumer Cyclical,False,False,1063
ADNT,Adient plc,2018-09-30,38.11,3563285000.0,Auto - Parts,Consumer Cyclical,False,False,1241
ADNT,Adient plc,2018-12-31,15.06,1408110000.0,Auto - Parts,Consumer Cyclical,False,False,1736
ADP,"Automatic Data Processing, Inc.",2018-03-31,97.32,49625400000.0,Staffing & Employment Services,Industrials,False,False,195
ADP,"Automatic Data Processing, Inc.",2018-06-30,115.81,58753319999.0,Staffing & Employment Services,Industrials,False,False,167
ADP,"Automatic Data Processing, Inc.",2018-09-30,130.76,65677418000.0,Staffing & Employment Services,Industrials,False,False,161
ADP,"Automatic Data Processing, Inc.",2018-12-31,114.38,56919192000.0,Staffing & Employment Services,Industrials,False,False,157
ADSK,"Autodesk, Inc.",2018-03-31,122.75,26617368388.0,Software - Application,Technology,False,False,330
ADSK,"Autodesk, Inc.",2018-06-30,131.089996,28694144327.0,Software - Application,Technology,False,False,317
ADSK,"Autodesk, Inc.",2018-09-30,155.5,33503181747.0,Software - Application,Technology,False,False,305
ADSK,"Autodesk, Inc.",2018-12-31,128.61,28191312000.0,Software - Application,Technology,False,False,302
ADT,ADT Inc.,2018-03-31,6.19,5872570470.0,Security & Protection Services,Industrials,False,False,912
ADT,ADT Inc.,2018-06-30,6.87,6487577850.0,Security & Protection Services,Industrials,False,False,867
ADT,ADT Inc.,2018-09-30,7.33,6964399999.0,Security & Protection Services,Industrials,False,False,857
ADT,ADT Inc.,2018-12-31,4.81,4545074520.0,Security & Protection Services,Industrials,False,False,978
ADVM,"Adverum Biotechnologies, Inc.",2018-03-31,57.0,3554862000.0,Biotechnology,Healthcare,False,False,1171
ADVM,"Adverum Biotechnologies, Inc.",2018-06-30,53.0,3305398000.0,Biotechnology,Healthcare,False,False,1248
ADVM,"Adverum Biotechnologies, Inc.",2018-09-30,59.1,3719281200.0,Biotechnology,Healthcare,False,False,1206
ADVM,"Adverum Biotechnologies, Inc.",2018-12-31,31.5,1988437500.0,Biotechnology,Healthcare,False,False,1492
ADX,"Adams Diversified Equity Fund, Inc.",2018-03-31,6.89,1459171631.0,Asset Management,Financial Services,False,True,1750
ADX,"Adams Diversified Equity Fund, Inc.",2018-06-30,7.38,1558201285.0,Asset Management,Financial Services,False,True,1755
ADX,"Adams Diversified Equity Fund, Inc.",2018-09-30,8.0,1768447804.0,Asset Management,Financial Services,False,True,1718
ADX,"Adams Diversified Equity Fund, Inc.",2018-12-31,6.89,1339604519.0,Asset Management,Financial Services,False,True,1763
AEE,Ameren Corporation,2018-03-31,46.16,13815353000.0,Regulated Electric,Utilities,False,False,539
AEE,Ameren Corporation,2018-06-30,49.96,14829145000.0,Regulated Electric,Utilities,False,False,528
AEE,Ameren Corporation,2018-09-30,52.32,15461747000.0,Regulated Electric,Utilities,False,False,516
AEE,Ameren Corporation,2018-12-31,54.29,15974827000.0,Regulated Electric,Utilities,False,False,448
AEG,Aegon N.V.,2018-03-31,4.96,13648604811.0,Insurance - Diversified,Financial Services,False,False,542
AEG,Aegon N.V.,2018-06-30,4.49,12113904120.0,Insurance - Diversified,Financial Services,False,False,603
AEG,Aegon N.V.,2018-09-30,5.0,13229931690.0,Insurance - Diversified,Financial Services,False,False,577
AEG,Aegon N.V.,2018-12-31,3.61,9552668068.0,Insurance - Diversified,Financial Services,False,False,647
AEIS,"Advanced Energy Industries, Inc.",2018-03-31,59.44,2382188460.0,Electrical Equipment & Parts,Industrials,False,False,1413
AEIS,"Advanced Energy Industries, Inc.",2018-06-30,57.04,2285783410.0,Electrical Equipment & Parts,Industrials,False,False,1486
AEIS,"Advanced Energy Industries, Inc.",2018-09-30,51.28,2004516920.0,Electrical Equipment & Parts,Industrials,False,False,1620
AEIS,"Advanced Energy Industries, Inc.",2018-12-31,42.15,1639840140.0,Electrical Equipment & Parts,Industrials,False,False,1629
AEM,Agnico Eagle Mines Limited,2018-03-31,36.47,9916187110.0,Gold,Basic Materials,False,False,674
AEM,Agnico Eagle Mines Limited,2018-06-30,39.34,10670553070.0,Gold,Basic Materials,False,False,656
AEM,Agnico Eagle Mines Limited,2018-09-30,29.37,7985014560.0,Gold,Basic Materials,False,False,804
AEM,Agnico Eagle Mines Limited,2018-12-31,34.9,9457478400.0,Gold,Basic Materials,False,False,654
AEO,"American Eagle Outfitters, Inc.",2018-03-31,16.49,3492846750.0,Apparel - Retail,Consumer Cyclical,False,False,1181
AEO,"American Eagle Outfitters, Inc.",2018-06-30,19.54,4121039250.0,Apparel - Retail,Consumer Cyclical,False,False,1121
AEO,"American Eagle Outfitters, Inc.",2018-09-30,20.57,4304901540.0,Apparel - Retail,Consumer Cyclical,False,False,1113
AEO,"American Eagle Outfitters, Inc.",2018-12-31,16.56,3377762859.0,Apparel - Retail,Consumer Cyclical,False,False,1147
AEP,"American Electric Power Company, Inc.",2018-03-31,52.76,33640759991.0,Regulated Electric,Utilities,False,False,281
AEP,"American Electric Power Company, Inc.",2018-06-30,54.01,34118667683.0,Regulated Electric,Utilities,False,False,283
AEP,"American Electric Power Company, Inc.",2018-09-30,55.78,34945168673.0,Regulated Electric,Utilities,False,False,293
AEP,"American Electric Power Company, Inc.",2018-12-31,59.33,36869920340.0,Regulated Electric,Utilities,False,False,238
AER,AerCap Holdings N.V.,2018-03-31,49.97,7337714985.0,Rental & Leasing Services,Industrials,False,False,803
AER,AerCap Holdings N.V.,2018-06-30,53.57,7866506958.0,Rental & Leasing Services,Industrials,False,False,790
AER,AerCap Holdings N.V.,2018-09-30,56.34,7867839319.0,Rental & Leasing Services,Industrials,False,False,806
AER,AerCap Holdings N.V.,2018-12-31,39.17,5470876857.0,Rental & Leasing Services,Industrials,False,False,882
AES,The AES Corporation,2018-03-31,8.83,7603181546.0,Diversified Utilities,Utilities,False,False,792
AES,The AES Corporation,2018-06-30,10.52,8967340768.0,Diversified Utilities,Utilities,False,False,740
AES,The AES Corporation,2018-09-30,11.13,11986137023.0,Diversified Utilities,Utilities,False,False,626
AES,The AES Corporation,2018-12-31,11.56,9681913037.0,Diversified Utilities,Utilities,False,False,642
AFG,"American Financial Group, Inc.",2018-03-31,59.99,9819370000.0,Insurance - Property & Casualty,Financial Services,False,False,676
AFG,"American Financial Group, Inc.",2018-06-30,59.33,9552370000.0,Insurance - Property & Casualty,Financial Services,False,False,711
AFG,"American Financial Group, Inc.",2018-09-30,61.0,9821196722.0,Insurance - Property & Casualty,Financial Services,False,False,707
AFG,"American Financial Group, Inc.",2018-12-31,51.15,8093382000.0,Insurance - Property & Casualty,Financial Services,False,False,708
AFJAX,Virtus NFJ International Value Fund,2018-03-31,16.67,1707790377.0,Asset Management,Financial Services,False,True,1640
AFJAX,Virtus NFJ International Value Fund,2018-06-30,16.22,1651712311.0,Asset Management,Financial Services,False,True,1719
AFJAX,Virtus NFJ International Value Fund,2018-09-30,16.57,1685602736.0,Asset Management,Financial Services,False,True,1751
AFJAX,Virtus NFJ International Value Fund,2018-12-31,14.37,1461597122.0,Asset Management,Financial Services,False,True,1702
AFL,Aflac Incorporated,2018-03-31,36.22,33213618530.0,Insurance - Life,Financial Services,False,False,284
AFL,Aflac Incorporated,2018-06-30,36.47,33252265980.0,Insurance - Life,Financial Services,False,False,287
AFL,Aflac Incorporated,2018-09-30,40.2,35437108680.0,Insurance - Life,Financial Services,False,False,287
AFL,Aflac Incorporated,2018-12-31,39.06,34234831880.0,Insurance - Life,Financial Services,False,False,258
AG,First Majestic Silver Corp.,2018-03-31,6.15,1128417098.0,Silver,Basic Materials,False,False,1929
AG,First Majestic Silver Corp.,2018-06-30,7.54,1381993974.0,Silver,Basic Materials,False,False,1858
AG,First Majestic Silver Corp.,2018-09-30,5.58,1106454822.0,Silver,Basic Materials,False,False,2044
AG,First Majestic Silver Corp.,2018-12-31,5.82,1153454673.0,Silver,Basic Materials,False,False,1881
AGCO,AGCO Corporation,2018-03-31,53.17,5115643000.0,Agricultural - Machinery,Industrials,False,False,966
AGCO,AGCO Corporation,2018-06-30,50.16,4815096000.0,Agricultural - Machinery,Industrials,False,False,1019
AGCO,AGCO Corporation,2018-09-30,49.43,4619232000.0,Agricultural - Machinery,Industrials,False,False,1074
AGCO,AGCO Corporation,2018-12-31,46.23,4264322000.0,Agricultural - Machinery,Industrials,False,False,1022
AGEN,Agenus Inc.,2018-03-31,91.2,9586305600.0,Biotechnology,Healthcare,False,False,688
AGEN,Agenus Inc.,2018-06-30,45.4,4772130200.0,Biotechnology,Healthcare,False,False,1031
AGEN,Agenus Inc.,2018-09-30,45.2,5862440000.0,Biotechnology,Healthcare,False,False,949
AGEN,Agenus Inc.,2018-12-31,47.6,6173720000.0,Biotechnology,Healthcare,False,False,830
AGI,Alamos Gold Inc.,2018-03-31,4.98,2064890600.0,Gold,Basic Materials,False,False,1511
AGI,Alamos Gold Inc.,2018-06-30,5.36,2216835380.0,Gold,Basic Materials,False,False,1505
AGI,Alamos Gold Inc.,2018-09-30,4.33,1760452181.0,Gold,Basic Materials,False,False,1720
AGI,Alamos Gold Inc.,2018-12-31,3.4,1377745185.0,Gold,Basic Materials,False,False,1747
AGIO,"Agios Pharmaceuticals, Inc.",2018-03-31,73.629997,4250055103.0,Biotechnology,Healthcare,False,False,1072
AGIO,"Agios Pharmaceuticals, Inc.",2018-06-30,84.23,4861906034.0,Biotechnology,Healthcare,False,False,1011
AGIO,"Agios Pharmaceuticals, Inc.",2018-09-30,76.529999,4453223608.0,Biotechnology,Healthcare,False,False,1088
AGIO,"Agios Pharmaceuticals, Inc.",2018-12-31,46.11,2695310158.0,Biotechnology,Healthcare,False,False,1300
AGMH,AGM Group Holdings Inc.,2018-06-30,1184.0,2023007422.0,Software - Application,Technology,False,False,1572
AGMH,AGM Group Holdings Inc.,2018-09-30,1744.5,3096123492.0,Software - Application,Technology,False,False,1330
AGMH,AGM Group Holdings Inc.,2018-12-31,1337.5,2373783417.0,Software - Application,Technology,False,False,1367
AGNC,AGNC Investment Corp.,2018-03-31,7.7,7591875000.0,REIT - Mortgage,Real Estate,False,False,793
AGNC,AGNC Investment Corp.,2018-06-30,7.86,7527091000.0,REIT - Mortgage,Real Estate,False,False,810
AGNC,AGNC Investment Corp.,2018-09-30,8.09,9363333677.0,REIT - Mortgage,Real Estate,False,False,730
AGNC,AGNC Investment Corp.,2018-12-31,7.86,9413718000.0,REIT - Mortgage,Real Estate,False,False,656
AGNCN,AGNC Investment Corp.,2018-03-31,14.26,7591875000.0,REIT - Mortgage,Real Estate,False,False,793
AGNCN,AGNC Investment Corp.,2018-06-30,14.88,7527091000.0,REIT - Mortgage,Real Estate,False,False,810
AGNCN,AGNC Investment Corp.,2018-09-30,15.17,9363333677.0,REIT - Mortgage,Real Estate,False,False,730
AGNCN,AGNC Investment Corp.,2018-12-31,14.97,9413718000.0,REIT - Mortgage,Real Estate,False,False,656
AGO,Assured Guaranty Ltd.,2018-03-31,31.17,3979871000.0,Insurance - Specialty,Financial Services,False,False,1111
AGO,Assured Guaranty Ltd.,2018-06-30,31.4,3991040999.0,Insurance - Specialty,Financial Services,False,False,1143
AGO,Assured Guaranty Ltd.,2018-09-30,37.06,4419452000.0,Insurance - Specialty,Financial Services,False,False,1091
AGO,Assured Guaranty Ltd.,2018-12-31,33.9,3942840000.0,Insurance - Specialty,Financial Services,False,False,1067
